Identifier	Character	Dialogue	Filename	Line Number	Ren'Py Script
investigation_good_end_e5be029b		It's not as easy as it sounds. And that's what everyone will say.	game/content/chapter1/chapter_one.rpy	311	"[what]"
investigation_good_end_320ac4c6		Just do it and you'll get out faster, but it's so hard. Being forced to sit around all day is hard too. I don't want people to see me like this.	game/content/chapter1/chapter_one.rpy	312	"[what]"
investigation_good_end_fc4917a8	n	Okay. I'll pretend like I was never here. Can I at least tell people you're okay?	game/content/chapter1/chapter_one.rpy	314	n "[what]"
investigation_good_end_1dbbfbd1	m	Yeah.	game/content/chapter1/chapter_one.rpy	316	m "[what]"
investigation_good_end_d0c011cf	n	Is it just you down here?	game/content/chapter1/chapter_one.rpy	318	n "[what]"
investigation_good_end_d098e9ed	m	Kinda… I don't want to jinx it, but… We're not exactly alone right now.	game/content/chapter1/chapter_one.rpy	320	m "[what]"
investigation_good_end_bd1c3268		I don't like the sound of that. I don't get the feeling she feels threatened though.	game/content/chapter1/chapter_one.rpy	322	"[what]"
investigation_good_end_69101102	q	Hello?	game/content/chapter1/chapter_one.rpy	326	q "[what]"
investigation_good_end_601ea16e	m	Oh no, it's awake.	game/content/chapter1/chapter_one.rpy	328	m "[what]"
investigation_good_end_038cd527		A hologram of a stuffed rabbit projected itself on the glass. It reminded me of the old point and click games I used to play as a kid.	game/content/chapter1/chapter_one.rpy	330	"[what]"
investigation_good_end_27616a31	n	What the hell is that?	game/content/chapter1/chapter_one.rpy	332	n "[what]"
investigation_good_end_4572f59c	q	Please don't use bad language, it hurts people's feelings.	game/content/chapter1/chapter_one.rpy	334	q "[what]"
investigation_good_end_d7292ed5	m	My feelings are not hurt by this twink cursing.	game/content/chapter1/chapter_one.rpy	336	m "[what]"
investigation_good_end_73ada9d9		She rubbed her temples.	game/content/chapter1/chapter_one.rpy	338	"[what]"
investigation_good_end_ba89fcaa	m	This is the school's therapist. Or at least, it's supposed to be, but it's for kids, like kid kids. It won't even let me say the ‘s' word.	game/content/chapter1/chapter_one.rpy	340	m "[what]"
investigation_good_end_385ef87a	n	What ‘s' word?	game/content/chapter1/chapter_one.rpy	342	n "[what]"
investigation_good_end_7da2419d	m	...stupid.	game/content/chapter1/chapter_one.rpy	344	m "[what]"
investigation_good_end_4555298b	q	Now Mariko, we've talked about this. There are better words you can use that describe your situation without being mean to yourself.	game/content/chapter1/chapter_one.rpy	346	q "[what]"
investigation_good_end_161bf7f5	m	Ugh! Nagen, don't ever get in trouble, you'll have this thing as a roommate.	game/content/chapter1/chapter_one.rpy	348	m "[what]"
investigation_good_end_a6db6941	q	Nagen? I don't recognize that name. Are you a student or a teacher?	game/content/chapter1/chapter_one.rpy	350	q "[what]"
investigation_good_end_655fd6db	q	Ah! Please don't tell the other faculty about this.	game/content/chapter1/chapter_one.rpy	353	q "[what]"
investigation_good_end_651e1241_1	n	Why?	game/content/chapter1/chapter_one.rpy	355	n "[what]"
investigation_good_end_cb14912b	q	Well, I'm supposed to be on firewall duty, but my students need me!	game/content/chapter1/chapter_one.rpy	357	q "[what]"
investigation_good_end_b09f7f12	q	Righty-o. I promise to keep all your secrets!	game/content/chapter1/chapter_one.rpy	359	q "[what]"
investigation_good_end_86e5b299	q	Oh, but I'm not sure how you can fill out your profile without your friend hearing.	game/content/chapter1/chapter_one.rpy	360	q "[what]"
investigation_good_end_18145c85	q	Once everything's back online we can fill it out together.	game/content/chapter1/chapter_one.rpy	361	q "[what]"
investigation_good_end_bfe8d553	n	If you're the school therapist, shouldn't that be set up already?	game/content/chapter1/chapter_one.rpy	363	n "[what]"
investigation_good_end_257b0cad	q	I agree.	game/content/chapter1/chapter_one.rpy	365	q "[what]"
investigation_good_end_b11def8b	q	I just wasnt to do what I was designed to do. Even if everyone is older than I'm used to.	game/content/chapter1/chapter_one.rpy	369	q "[what]"
investigation_good_end_384fe6a5	n	And what exactly are you?	game/content/chapter1/chapter_one.rpy	371	n "[what]"
investigation_good_end_c91f863e	ci	Chiriyo!	game/content/chapter1/chapter_one.rpy	373	ci "[what]"
investigation_good_end_963a2c9a	n	...right… but are you a demon bunny?	game/content/chapter1/chapter_one.rpy	375	n "[what]"
investigation_good_end_5cf8b5a4	ci	I'm a babbit! Half bunny, half bat. The two most loveable animals combined.	game/content/chapter1/chapter_one.rpy	377	ci "[what]"
investigation_good_end_b46327fe	n	Since when?	game/content/chapter1/chapter_one.rpy	379	n "[what]"
investigation_good_end_22a639ec	ci	Since my students voted. They picked out this design for me and by golly I won't change it!	game/content/chapter1/chapter_one.rpy	381	ci "[what]"
investigation_good_end_2dcdc8cc		Designed by children for children, that explains a lot actually. Though I really question the focus group they used.	game/content/chapter1/chapter_one.rpy	383	"[what]"
investigation_good_end_ed19c5f0	ci	While it is good to talk to friends, the average teen needs ten hours of sleep.	game/content/chapter1/chapter_one.rpy	385	ci "[what]"
investigation_good_end_e21e4383		There's no way anyone here is getting that.	game/content/chapter1/chapter_one.rpy	387	"[what]"
investigation_good_end_7bfc0f99	ci	Will you be by to visit again?	game/content/chapter1/chapter_one.rpy	389	ci "[what]"
investigation_good_end_c008edc2		Something scanned me head to toe.	game/content/chapter1/chapter_one.rpy	395	"[what]"
investigation_good_end_dd0900e2	ci	Access granted! Playdates are a good way to foster healthy social skills.	game/content/chapter1/chapter_one.rpy	397	ci "[what]"
investigation_good_end_c9b83f38		It's so proud of itself, it's kind of sad.	game/content/chapter1/chapter_one.rpy	399	"[what]"
investigation_good_end_72c9c29d	ci	Next time you come by, the door will open.	game/content/chapter1/chapter_one.rpy	401	ci "[what]"
investigation_good_end_4fe18c7f	ci	Your friend is in good paws. Please be safe on your way back.	game/content/chapter1/chapter_one.rpy	404	ci "[what]"
investigation_good_end_d3ea2d7d		I started to make my way up the stairs.	game/content/chapter1/chapter_one.rpy	406	"[what]"
investigation_good_end_8a7cdddf	ci	See, I told you people would miss you!	game/content/chapter1/chapter_one.rpy	408	ci "[what]"
investigation_good_end_bbbb8b90	m	Shut up, he still might be able to hear you!	game/content/chapter1/chapter_one.rpy	410	m "[what]"
investigation_good_end_6bb658be		I think I'd go crazy if I was locked up with that thing. Maybe I should come back here again.	game/content/chapter1/chapter_one.rpy	412	"[what]"
investigation_fail_add_1ae7a1b9	u	Nagen, what have you been doing all this time?	game/content/chapter1/chapter_one.rpy	421	u "[what]"
investigation_fail_add_a749f198	n	What do you mean?	game/content/chapter1/chapter_one.rpy	423	n "[what]"
investigation_fail_add_f3447f61	u	I thought you were going to do something about the person who threatened Hiro?	game/content/chapter1/chapter_one.rpy	425	u "[what]"
investigation_fail_add_704042e4	n	I was busy.	game/content/chapter1/chapter_one.rpy	427	n "[what]"
investigation_fail_add_63b68e9a	u	Busy with what!?	game/content/chapter1/chapter_one.rpy	429	u "[what]"
investigation_fail_add_c769fbc2		Poking around would just make us look bad. It's not like I don't care, I just figured looking like a normal student would do a better job.	game/content/chapter1/chapter_one.rpy	431	"[what]"
investigation_fail_add_6d527428		I know I said I'd do something about it, but I wasn't that serious.	game/content/chapter1/chapter_one.rpy	432	"[what]"
investigation_fail_add_12c7ed97	n	Hiro asked us to drop it.	game/content/chapter1/chapter_one.rpy	434	n "[what]"
investigation_fail_add_71de9c48	u	That's funny, because the only reason he'd want you to stay out of it, was because he had his own idea.	game/content/chapter1/chapter_one.rpy	436	u "[what]"
investigation_fail_add_a9bd81f3		She slaps her forehead.	game/content/chapter1/chapter_one.rpy	438	"[what]"
investigation_fail_add_1244fb97	u	I can't find him anywhere. So help me, if he got hurt while you were dicking around, I'll beat you with my legs.	game/content/chapter1/chapter_one.rpy	440	u "[what]"
investigation_fail_add_3f735216	u	Oh, and you forgot something on the practice field.	game/content/chapter1/chapter_one.rpy	446	u "[what]"
investigation_fail_add_f9b16302		She kicks me in the shin. Turns out, the platform part of her heels are solid wood. I crumple in case she was thinking about aiming higher.	game/content/chapter1/chapter_one.rpy	448	"[what]"
investigation_fail_add_651e1241	n	Why?	game/content/chapter1/chapter_one.rpy	449	n "[what]"
investigation_fail_add_60a31ae1		She narrows her eyes. I was already on thin ice with Uitto before.	game/content/chapter1/chapter_one.rpy	451	"[what]"
investigation_fail_add_10ee519b		Best not to do anything to make her even more angry. As soon as the others arrive, she puts on an angelic smile. I should sleep with one eye open tonight.	game/content/chapter1/chapter_one.rpy	452	"[what]"
chapter1_boss_battle_initial_049b53da	g	Nagen gets first action!	game/content/chapter1/chapter_one_boss_battle.rpy	234	g "[what]"
nagen_attacks_0b564d36	g	Nagen attacks Mariko!	game/content/chapter1/chapter_one_boss_battle.rpy	370	g "[what]"
nagen_attacks_ec8fe658	g	Hit Mariko for [nagen_damage] Damage!	game/content/chapter1/chapter_one_boss_battle.rpy	378	g "[what]"
nagen_defends_fb8a9c7a	g	Nagen prepares himself for Mariko's next attack ...	game/content/chapter1/chapter_one_boss_battle.rpy	386	g "[what]"
mariko_turn_08bf61d9	g	Mariko attacks with her claws!	game/content/chapter1/chapter_one_boss_battle.rpy	400	g "[what]"
mariko_turn_d7c22604	g	[mariko_attack_line]	game/content/chapter1/chapter_one_boss_battle.rpy	408	g "[what]"
mariko_turn_8d82a2fb	g	Nagen was prepared and blocks the attack!	game/content/chapter1/chapter_one_boss_battle.rpy	439	g "[what]"
mariko_turn_10792b78	g	Nagen was prepared and blocks most of the attack!	game/content/chapter1/chapter_one_boss_battle.rpy	445	g "[what]"
mariko_turn_4cd86b80	g	Nagen is hit for [mariko_damage] damage!	game/content/chapter1/chapter_one_boss_battle.rpy	447	g "[what]"
mariko_turn_4cd86b80_1	g	Nagen is hit for [mariko_damage] damage!	game/content/chapter1/chapter_one_boss_battle.rpy	453	g "[what]"
chapter1_boss_battle_evaluations_6112ac6d		Crap, I am too hurt ...	game/content/chapter1/chapter_one_boss_battle.rpy	523	"[what]"
chapter1_boss_battle_evaluations_a15c28e1	g	You Lose!	game/content/chapter1/chapter_one_boss_battle.rpy	525	g "[what]"
post_nagen_turn_926a548c	m	It doesn’t matter what you do, Nagen, I won’t feel a thing.	game/content/chapter1/chapter_one_boss_battle.rpy	540	m "[what]"
post_nagen_turn_2fb3df17		But just because she can’t feel it, doesn’t mean she can’t be injured.	game/content/chapter1/chapter_one_boss_battle.rpy	542	"[what]"
post_nagen_turn_48de7086	m	This is nothing compared to cheer camp. Do you know how many broken bones I’ve walked off? What’s the matter, Nagen, scared to fight a girl?	game/content/chapter1/chapter_one_boss_battle.rpy	546	m "[what]"
post_nagen_turn_30fcb0af		Why is she purposely egging me on?	game/content/chapter1/chapter_one_boss_battle.rpy	548	"[what]"
post_nagen_turn_23c702cb	m	Hiyoko would probably be scolding me alongside Rei.	game/content/chapter1/chapter_one_boss_battle.rpy	553	m "[what]"
post_nagen_turn_509f04bf	m	Ty and Kiki… They stayed together the whole time, brainwashing be damned...	game/content/chapter1/chapter_one_boss_battle.rpy	557	m "[what]"
post_nagen_turn_3b15a148		Mariko’s ankle gives out beneath her. A tangled mess of belts and heels lays helpless on the ground.	game/content/chapter1/chapter_one_boss_battle.rpy	561	"[what]"
post_mariko_turn_d7d12e2b	m	You’re making this too easy. Even the bottom left of the pyramid could deck you with one punch.	game/content/chapter1/chapter_one_boss_battle.rpy	571	m "[what]"
post_mariko_turn_86581abd		She says that, but she can barely move in that costume.	game/content/chapter1/chapter_one_boss_battle.rpy	573	"[what]"
post_mariko_turn_2f506ab3	m	This isn’t going to work if you don’t fight back. C’mon! Don’t you want to save your friend?	game/content/chapter1/chapter_one_boss_battle.rpy	577	m "[what]"
post_mariko_turn_89e81755	m	Kanon would have gone for your eyes.	game/content/chapter1/chapter_one_boss_battle.rpy	582	m "[what]"
post_mariko_turn_c4f9cdec	m	Did any of them think of me at all while I was looking for them? If I can just... take you down. They’ll forgive me... they’ll have to forgive me.	game/content/chapter1/chapter_one_boss_battle.rpy	586	m "[what]"
post_mariko_turn_152b37f8	m	Please... forgive me.	game/content/chapter1/chapter_one_boss_battle.rpy	590	m "[what]"
post_mariko_turn_0bde3923		But I know she isn’t talking to me.	game/content/chapter1/chapter_one_boss_battle.rpy	592	"[what]"
chapter1_boss_scene_4a842a55		I run to the practice field with all my might while keeping my phone close, hoping that at any moment, Hiro will answer my calls.	game/content/chapter1/chapter_one_boss_scene.rpy	5	"[what]"
chapter1_boss_scene_785fa59f		As the grass caves under my boots, I see three girls arguing amongst themselves. For a brief second, I thought I had made it in time.	game/content/chapter1/chapter_one_boss_scene.rpy	6	"[what]"
chapter1_boss_scene_fff3bd89		After all, it isn’t uncommon for the cheerleaders to monopolize the field. However...	game/content/chapter1/chapter_one_boss_scene.rpy	7	"[what]"
chapter1_boss_scene_c1cab8f5	s	Answer the question.	game/content/chapter1/chapter_one_boss_scene.rpy	9	s "[what]"
chapter1_boss_scene_7c05cae2	m	.....	game/content/chapter1/chapter_one_boss_scene.rpy	11	m "[what]"
chapter1_boss_scene_35aba9a1	re	Making me pick sides like this again… I can’t.	game/content/chapter1/chapter_one_boss_scene.rpy	13	re "[what]"
chapter1_boss_scene_80895522	m	If you’re not going to help me, just leave.	game/content/chapter1/chapter_one_boss_scene.rpy	15	m "[what]"
chapter1_boss_scene_e27e107d	re	We’re trying, but revenge isn’t going to help anyone. Please, let this go.	game/content/chapter1/chapter_one_boss_scene.rpy	17	re "[what]"
chapter1_boss_scene_94e8be74		Mariko looks up at me with a brow raised.	game/content/chapter1/chapter_one_boss_scene.rpy	19	"[what]"
chapter1_boss_scene_a2c5a3e8	m	I don’t see Hiro with you, though it looks like you’re bringing everyone else instead.	game/content/chapter1/chapter_one_boss_scene.rpy	21	m "[what]"
chapter1_boss_scene_f192ef8a		The other cheerleaders look up as Uitto and Jona join me at my side.	game/content/chapter1/chapter_one_boss_scene.rpy	23	"[what]"
chapter1_boss_scene_8bc3ca5d	n	I think you already know why Hiro isn’t with us.	game/content/chapter1/chapter_one_boss_scene.rpy	25	n "[what]"
chapter1_boss_scene_850095ef	m	Is that so? Then were you planning on bringing him to me as well?	game/content/chapter1/chapter_one_boss_scene.rpy	27	m "[what]"
chapter1_boss_scene_873bb95a	u	You backstabbing little-	game/content/chapter1/chapter_one_boss_scene.rpy	33	u "[what]"
chapter1_boss_scene_1940df7d	re	It’s not like that! I noticed Hiro wasn’t in class and…	game/content/chapter1/chapter_one_boss_scene.rpy	37	re "[what]"
chapter1_boss_scene_66d98b4e	s	We had the same suspicions. Well, most of us did.	game/content/chapter1/chapter_one_boss_scene.rpy	41	s "[what]"
chapter1_boss_scene_93bef757	m	This has nothing to do with you, Setsuna; it’s between me and them.	game/content/chapter1/chapter_one_boss_scene.rpy	46	m "[what]"
chapter1_boss_scene_203dd349	m	Even though Hiro’s not with you, I’ll still forgive you, if you were planning on giving him to me.	game/content/chapter1/chapter_one_boss_scene.rpy	51	m "[what]"
chapter1_boss_scene_80626638	m	After all, it’s not your fault someone else beat you to the punch.	game/content/chapter1/chapter_one_boss_scene.rpy	52	m "[what]"
chapter1_boss_scene_a4e70145	n	We’d never do something like that!	game/content/chapter1/chapter_one_boss_scene.rpy	54	n "[what]"
chapter1_boss_scene_553e58c3	j	...Where is he?	game/content/chapter1/chapter_one_boss_scene.rpy	59	j "[what]"
chapter1_boss_scene_b16299e7	m	How disappointing. I really wanted to avoid hurting other people.	game/content/chapter1/chapter_one_boss_scene.rpy	64	m "[what]"
chapter1_boss_scene_014ba223	m	But if you’re going to continue to defend him, then you’re just as guilty.	game/content/chapter1/chapter_one_boss_scene.rpy	65	m "[what]"
chapter1_boss_scene_2e9efb83	re	Mariko, this is enough! You’re scaring me.	game/content/chapter1/chapter_one_boss_scene.rpy	71	re "[what]"
chapter1_boss_scene_081a90e8	m	...I’m sorry.	game/content/chapter1/chapter_one_boss_scene.rpy	76	m "[what]"
chapter1_boss_scene_da8d48c2		She snaps her fingers and with solemn expressions, the other girls turn to us. Uitto and Jona end up pinned before I know it.	game/content/chapter1/chapter_one_boss_scene.rpy	81	"[what]"
chapter1_boss_scene_2eeffd3f	m	This wouldn’t have happened if you just listened to me in the first place.	game/content/chapter1/chapter_one_boss_scene.rpy	86	m "[what]"
chapter1_boss_scene_86628e50	u	Nagen, don’t just stand there, do something!	game/content/chapter1/chapter_one_boss_scene.rpy	88	u "[what]"
chapter1_boss_scene_ee42baab	m	This is your chance to wash your hands of this whole mess, Nagen. Turn tail and run. Run as far away as you can from this place.	game/content/chapter1/chapter_one_boss_scene.rpy	93	m "[what]"
chapter1_boss_scene_6ff56ad2	m	Show me how far you can really make it on your own.	game/content/chapter1/chapter_one_boss_scene.rpy	94	m "[what]"
chapter1_boss_scene_bb2a1c67		What else is there to say?	game/content/chapter1/chapter_one_boss_scene.rpy	100	"[what]"
chapter1_boss_scene_c8a8fcdf	m	Please, I don’t want to fight you.	game/content/chapter1/chapter_one_boss_scene.rpy	108	m "[what]"
chapter1_boss_scene_26351c13	n	If you don’t want to fight me, then let them go.	game/content/chapter1/chapter_one_boss_scene.rpy	110	n "[what]"
chapter1_boss_scene_fde37518	m	Sorry, but I don’t exactly trust your ‘friends’ right now.	game/content/chapter1/chapter_one_boss_scene.rpy	112	m "[what]"
chapter1_boss_scene_406d7170	j	That’s fair.	game/content/chapter1/chapter_one_boss_scene.rpy	116	j "[what]"
chapter1_boss_scene_99ba91d6	u	Do not agree with the psycho head cheerleader!	game/content/chapter1/chapter_one_boss_scene.rpy	120	u "[what]"
chapter1_boss_scene_9471a39a	m	I think that might be why I was chosen. I don’t have anyone to rely on other than Rei and they still found us.	game/content/chapter1/chapter_one_boss_scene.rpy	125	m "[what]"
chapter1_boss_scene_39a0726d	n	...Who’s they?	game/content/chapter1/chapter_one_boss_scene.rpy	127	n "[what]"
chapter1_boss_scene_cd78cc81	m	I’m not sure, but they seem to know a lot about you. I think it’s the people you used to work for.	game/content/chapter1/chapter_one_boss_scene.rpy	132	m "[what]"
chapter1_boss_scene_ee1bb6cf		Could it be Lethe’s old allies? But then why target us?	game/content/chapter1/chapter_one_boss_scene.rpy	134	"[what]"
chapter1_boss_scene_d3c4640e	m	Nagen, when you turned yourselves in, they wanted me to- I’m supposed to be Hiro’s replacement.	game/content/chapter1/chapter_one_boss_scene.rpy	139	m "[what]"
chapter1_boss_scene_34b53129	m	What do you think they’ll do to me if I refuse to go through with this?	game/content/chapter1/chapter_one_boss_scene.rpy	140	m "[what]"
chapter1_boss_scene_a717f9bc		His... replacement?	game/content/chapter1/chapter_one_boss_scene.rpy	142	"[what]"
chapter1_boss_scene_1dc45781	m	Nagen, please. Run.	game/content/chapter1/chapter_one_boss_scene.rpy	144	m "[what]"
chapter1_boss_scene_46c17006	g	It seems your opponent doesn’t want to fight you. This is your chance to convince them to join your side. One wrong move and combat will begin.	game/content/chapter1/chapter_one_boss_scene.rpy	150	g "[what]"
chapter1_boss_scene_fb8815c6	n	I’m not going to fight anyone.	game/content/chapter1/chapter_one_boss_scene.rpy	154	n "[what]"
chapter1_boss_scene_fdcfab02	n	We both know you’re in no position to fight right now. If you keep pushing yourself like this, you’re going to pass out again. Wait, is this why you’ve been freaking out about not having enough time? Do you think something’s going to happen to you?	game/content/chapter1/chapter_one_boss_scene.rpy	168	n "[what]"
chapter1_boss_scene_ba696f98	m	They found this place and where I live, they even know where my friends are. I have every right to be scared. I’m not being paranoid.	game/content/chapter1/chapter_one_boss_scene.rpy	170	m "[what]"
chapter1_boss_scene_4c196d22	n	You don’t have to take on everything yourself. No one’s blaming you for what happened, but trying to fix things by yourself, it just makes things worse.	game/content/chapter1/chapter_one_boss_scene.rpy	183	n "[what]"
chapter1_boss_scene_6842741a	m	Don’t you think I know that!? My original squad is gone, and even though I know they made their own choices, that doesn’t help either. Nothing I do is working, but I can’t stop trying. What else am I supposed to do?	game/content/chapter1/chapter_one_boss_scene.rpy	189	m "[what]"
chapter1_boss_scene_bd414515	n	Let us help you. You’ve been fighting alone for too long. Tell us where Hiro is so we can get you out of this mess.	game/content/chapter1/chapter_one_boss_scene.rpy	191	n "[what]"
chapter1_boss_scene_a444186f	m	...Okay…	game/content/chapter1/chapter_one_boss_scene.rpy	196	m "[what]"
chapter1_boss_scene_c0177ef0		She snaps her fingers again, signaling to Rei and Setsuna to go to the scoreboard.	game/content/chapter1/chapter_one_boss_scene.rpy	198	"[what]"
chapter1_boss_scene_6b18a2dc	u	About time. What’s their damage anyway?	game/content/chapter1/chapter_one_boss_scene.rpy	202	u "[what]"
chapter1_boss_scene_991c0950	m	I’m not allowed to say. Honestly, if Hiro hadn’t cooperated, I would have been in more trouble than I already am.	game/content/chapter1/chapter_one_boss_scene.rpy	207	m "[what]"
chapter1_boss_scene_2aa710fb	j	He turned himself in?	game/content/chapter1/chapter_one_boss_scene.rpy	211	j "[what]"
chapter1_boss_scene_8e59483a	m	...Yeah. He didn’t want you guys getting in trouble because of him. I guess that’s the one thing we can agree on... Once the teachers find out about what happened, I might not see you for a while.	game/content/chapter1/chapter_one_boss_scene.rpy	216	m "[what]"
chapter1_boss_scene_b912fa40		She turns and walks off the field, not wanting to face Hiro after what she’s done. Both cheerleaders are having to support his weight as they bring him to us.	game/content/chapter1/chapter_one_boss_scene.rpy	220	"[what]"
chapter1_boss_scene_2fa5e14e	j	Is he awake? What the hell happened?	game/content/chapter1/chapter_one_boss_scene.rpy	225	j "[what]"
chapter1_boss_scene_1f4b6c84	h	I’m awake, it’s just hard to move with all this crap they put on me.	game/content/chapter1/chapter_one_boss_scene.rpy	229	h "[what]"
chapter1_boss_scene_bcb06a9f	re	I’m so sorry, Hiro. I honestly don’t know what to think anymore.	game/content/chapter1/chapter_one_boss_scene.rpy	237	re "[what]"
chapter1_boss_scene_8bacb2bd	s	We should go talk to Principal Thani. I’m sure these guys can handle taking care of Hiro.	game/content/chapter1/chapter_one_boss_scene.rpy	239	s "[what]"
chapter1_boss_scene_7b6190e0		Rei hesitates a moment before letting him go and following in Mariko’s footsteps.	game/content/chapter1/chapter_one_boss_scene.rpy	241	"[what]"
chapter1_boss_scene_4db3e949	u	Can we really trust them?	game/content/chapter1/chapter_one_boss_scene.rpy	248	u "[what]"
chapter1_boss_scene_0fb89411	h	Are you kidding? I thought they’d never leave.	game/content/chapter1/chapter_one_boss_scene.rpy	253	h "[what]"
chapter1_boss_scene_df0dcd8e		Uitto and Jona fuss with the overlapping belts as he speaks.	game/content/chapter1/chapter_one_boss_scene.rpy	255	"[what]"
chapter1_boss_scene_37221247	h	I never thought Mariko would resort to something so underhanded. Guess all that self righteous talk was just that, talk.	game/content/chapter1/chapter_one_boss_scene.rpy	260	h "[what]"
chapter1_boss_scene_da10e17d	n	I could have told you that. I can’t believe after all we went through, you’d just turn yourself in like that.	game/content/chapter1/chapter_one_boss_scene.rpy	262	n "[what]"
chapter1_boss_scene_4de1564a	h	Because it’s my fault we all got stuck here. If I hadn’t convinced people to put on those helmets, things wouldn’t have gotten so bad.	game/content/chapter1/chapter_one_boss_scene.rpy	267	h "[what]"
chapter1_boss_scene_e5fe9382	n	That doesn’t mean you should throw yourself to the wolves. What if you’d actually gotten hurt?	game/content/chapter1/chapter_one_boss_scene.rpy	275	n "[what]"
chapter1_boss_scene_94253ada	h	.....	game/content/chapter1/chapter_one_boss_scene.rpy	277	h "[what]"
chapter1_boss_scene_d008295d	j	You could have told us what you were doing instead of running off on your own again.	game/content/chapter1/chapter_one_boss_scene.rpy	281	j "[what]"
chapter1_boss_scene_94253ada_1	h	.....	game/content/chapter1/chapter_one_boss_scene.rpy	283	h "[what]"
chapter1_boss_scene_41e65720	u	Guys, quit ganging up on him. What matters is nothing serious happened, at least not yet. We should check out that tape before the teachers find out about it.	game/content/chapter1/chapter_one_boss_scene.rpy	287	u "[what]"
chapter1_boss_scene_98d1228c	n	It’s not like putting them on was your idea to begin with. Besides we- I wasn’t completely honest about what they did.	game/content/chapter1/chapter_one_boss_scene.rpy	299	n "[what]"
chapter1_boss_scene_bfed5dd4	j	Nagen!	game/content/chapter1/chapter_one_boss_scene.rpy	301	j "[what]"
chapter1_boss_scene_a8c08549	n	But it’s true. I thought if you knew how… complete the brainwashing was, you wouldn’t go through with it, so we lied. All of us did.	game/content/chapter1/chapter_one_boss_scene.rpy	303	n "[what]"
chapter1_boss_scene_9351c07d	h	But I did know. I’m not stupid, Nagen, I could see what was happening out there. I just convinced myself it would all be worth it in the end. I wanted to believe we’re the good guys.	game/content/chapter1/chapter_one_boss_scene.rpy	305	h "[what]"
chapter1_boss_scene_05887806	u	We are the good guys! Don’t let all this mess with your head. Good guys make mistakes too.	game/content/chapter1/chapter_one_boss_scene.rpy	307	u "[what]"
chapter1_boss_scene_b93905f3	n	And right now, we gotta figure out who's behind this. Hopefully, that tape will give us some answers.	game/content/chapter1/chapter_one_boss_scene.rpy	309	n "[what]"
